_unit_id,sentiment:confidence,text
623496109,1,I am feeling creatively stifled by the current emoji selection @apple
623496110,1,@apple fuck you bitches my phones abrick and stuck on the apple logo
623496111,0.6765,We know Raul is just going to LOVE his brand new art supplies!  Thank you @SarahInThisCity @Apple!
623496112,1,"AAPL 'buy' reiterated,  target raised to $130 by Bank of America Merrill Lynch $AAPL Brief explanation here:  https://t.co/349ckZlF0v #AAPL"
623496113,1,"Forget #Apple, Here Are Better #Tech Stocks to Buy | The Motley Fool #aapl http://t.co/drJdIvOtxu"
623496114,1,"Stock #Market Today Moving on WMT, #AAPL, and Uber News: Money Morning: The company reported more than 1.5 bil... http://t.co/BQ7JGdBO7k"
623496115,1,"Morgan Stanley Sells #Apple Inc., but #AAPL Stock Still a Buy: #aapl stock news Morgan Stanley Sells Apple Inc... http://t.co/Q20LTF26Uz"
623496116,0.6644,One good thing about waiting in the @Apple Store for my 'appointment' is that I cleared up the backlog of emails from my inbox
623496117,0.3374,Product Hunters: The Functional (And Whimsical) Keyboards for #iOS8 - Forbes #aapl http://t.co/yUGBzFHsNB
623496118,1,"Move Aside #Apple and #Google, #Alibaba is Entering the Connected Car Space - Forbes #baba #goog #aapl http://t.co/gOSQlrWvtl"
623496119,1,iMessage isn't working thanks @apple
623496120,1,@kaitlynpearle @Apple get android
623496121,1,@nickruz4 @Apple I can't I just got a new phone /;
623496122,1,No at typo changing my words. Get it together @apple
623496123,0.6613,$AAPL has 17 analyst ratings in the last 30 days and 94% are positive. Median target: $130 (13% upside). https://t.co/Qpwsx61EZ8 #AAPL
623496124,1,"Hey @apple could you make an iPhone charger that lasts more than a month? Sincerely, a broke high school student who wants her phone charged"
623496125,1,fuck apple for allowing ppl to access the camera when the phone is locked fuck you fuck you @apple
623496126,1,"Myths vs. Reality-Full Time #Trading http://t.co/JH7BMS1Kgb  #stocks
#futures #forex #trader #es #aapl #gpro #eSignal http://t.co/YV1kNhuLR1"
623496127,1,"why don't we have an ape emoji on iphones? or a middle finger? it's almost 2015, step it up @apple."
623496128,1,@apple I am beginning to think your products are crap
623496129,1,my iphone 6 FINALLY came after almost 3 weeks don't think I'll forget this @apple
623496130,0.7087,"#AAPL:In Emails, Steve Jobs Determined to Keep iPod Apple-Only...http://t.co/ZV2NPesHCw"
623496131,0.7222,You need to send me my IPhone before I cancel @tmobile @apple
623496132,1,This is the 6th charger I've had to buy for my mac and they gave me the wrong one @apple #applesuport Fix this wrongdoing give me a free one
623496133,1,FUCK @apple
623496134,0.6528,Liberals should protest corporate greed and throw away all their nifty @apple products. #ShutItDown #DCFerguson
623496135,0.7279,Watch Steve Wozniak use #iPhone6 to magically unlock a hotel room #woz @apple http://t.co/xvEO1boalW
623496136,1,DEAR APPLE THIS IS THE WORSE SERVICE EVER @apple http://t.co/JHPs71DF0W
623496137,0.6731,"@Apple [#Apple] #iPhone7 Release Date Speculations Indicate Sept 2015 Launch, #Apple .... (#Wednesday, 3 #December) http://t.co/anRecOyKuD"
623496138,0.7916,"Since all the software updates, my iPhone, iPad and iPod touch will not charge and are royally fucked up @Apple"
623496139,1,s/o @apple for this really great charger that works so well! #not
623496140,1,Cheeky @apple...  Very cheeky.... No dice though... You can't own 'App Store' it's a description not a product - http://t.co/8L7VeRuzfs
623496141,1,"@apple should buy @nintendo and @sega. They'd get emulation, characters, game content/portfolios, brand recognition, and developer contacts."
623496142,0.6525,"#bug @apple #ios #spotlight #search search for twitter app, selecting search the web results are for input BEA #6Plus http://t.co/zasjFA6s4K"
623496143,0.6538,#AAPL #iOS8 RT @BenedictEvans Browser share http://t.co/s9SVPYSpjn
623496144,1,@apple get your shit together with group chats on ios8
623496145,0.6595,"@dangainor @Apple But then how could they post to Twitter (NASDAQ: TWTR), Instagram (NASDAQ: FB) or Shutterfly (NASDAQ: SFLY)? #ShutItDown"
623496146,1,#Russia is selling its banned #SteveJobs #tribute #statue | @CultofMac http://t.co/RPsHWCAr3s #Apple #AAPL #iPhone #memorial #bastards
623496147,1,"FUCK MY FUCKING PHONE ITS FUCKING TRIPPING IM FUCKING TIRED OF THIS FUCKING BULLSHIT 

IM HOLDING YOU RESPONSIBLE @apple"
623496148,1,. @apple why is my computer so slow
623496149,1,RT @mkschuster: . @apple why is my computer so slow
623496150,0.6747,"Really need tap-to-tweet back, @apple"
623496151,0.6833,"#PeterHewer @Apple iPhone 6 claimed to copy a Chinese smartphone design. Ouch

http://t.co/G8IgaodgPN"
623496152,1,Love @apple #iphone5 but I need to upgrade soon http://t.co/KkQNsU8QUt http://t.co/vQezbjOPxA
623496153,0.4876,@mochasucks @renoxalex @Apple that's what I'm saying!!!!
623496154,0.7908,@Landonboyd93 @mochasucks @renoxalex @Apple what about a penis emoji? I'm sick of implying that my dick looks like an eggplant.
623496155,0.6758,Love my @apple #macbookpro. Best ever http://t.co/NW0L3w5B7F http://t.co/hau6j9Y489
623496156,1,@Apple there isn't a puke emoji I'm pissed fix it fat
623496157,0.4682,@RoamingWithRuth @Apple pretty cute guys
623496158,0.6822,I have 170 pictures and my storage is full @apple get it together
623496159,1,RT @Breyythatsmee: I have 170 pictures and my storage is full @apple get it together
623496160,0.6579,Why #AAPL Stock Had a Mini-Flash Crash: Money Morning: Nothing the analysts suggested would make a widely held... http://t.co/IhMonRcEKX
623496161,0.6474,#Apple's Success Has Made It Part Of The 'Payola Scheme': #Apple Inc. (NASDAQ: #AAPL) recently reached a new m... http://t.co/rIsKLh5CqO
623496162,0.6613,That would be brilliant! It's sad @Apple doesn't allow Mozilla's better engine @OpenSourceAgent #opensource
623496163,1,APPLES EARBUDS ARE SO FUCKING WEAK THEY LITERALLY CANNOT WITHSTAND ANY GOD DAMN DAMAGE I HAVE WASTED SO MUCH MONEY FUCK @Apple
623496164,1,Why is Tom automatically capitalized and tommy isn't?? @apple you need to fix this. #autocorrectprobs
623496165,0.6513,We should be able to name group texts. That would be great @Apple
623496166,0.6635,@apple @microsoft @stevejobs @BillGates  common somebody http://t.co/9z0qeiBtlc
623496167,0.6663,why is it so difficult to qualify for a #geniusbar appointment at @Apple these days? #unneccessary
623496168,1,Do i have to go to @Apple if idr the code? -_-
623496169,1,"After-hours buzz: #AAPL, BOBE &amp; more: Check out which companies are making headlines after the bell Tuesday http://t.co/Fa69PY1BjP"
623496170,0.738,Even #Microsoft agrees #iPhone6 is mind blowing. #AAPL #design #product #innovation #mobile http://t.co/4bFUF4NRij
623496171,0.6825,. @support @dickc how can anyone logjn &amp; reorder my tweets? I have 2step auth don't share passwords &amp; @apple said I've no malware @pmarca
623496172,1,god dammit fuck you @apple
623496173,1,RT @yungbaaz: god dammit fuck you @apple
623496174,0.6822,@Apple do something you cunt @BarackObama
623496175,1,fuck you @apple @iphone
623496176,0.6774,The U.S. government accepts donations to reduce the national #debt #fact @BillGates @Oprah @realDonaldTrump @WarrenBuffett @apple @google
623496177,1,PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL http://t.co/Y7JDYN0mlR
623496178,1,PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL... http://t.co/1AMKTIeKys
623496179,1,I could punch whoever came up with the new @apple commercials. #makeitstop #ahhhhhhh
623496180,1,@apple fuck you
623496181,0.667,#AAPL:The Tell: Apple patents way to save iPhone from dropping and breaking...http://t.co/KG3JlIuGYL
623496182,1,"hey @apple can I catch a fucking maverick of a wave on an iPhone?
didn't think so. #SurfsUpSamsung"
623496183,0.6605,.@apple there needs to be a finger gun emoji PRONTO.
623496184,0.6804,10 best Steve Jobs emails http://t.co/51iykzcBYa #apple @apple
623496185,1,"Dear @Apple, please fix your AWDL issues.. https://t.co/rAy5olfZyt"
623496186,1,"are u #android or #ios? $aapl #samsung #aapl #ApplePay #apple #GoodMore
#GivingTuesday
#StonerSports
#3YearsOf5SOS
#FlashvsArrow
#stocks"
623496187,0.6474,Apple Inc. Goes To Trial on Anti-Trust Charges Today http://t.co/ZgCPIf0w5T #AAPL
623496188,0.6525,@Apple What english is this? What do you mean? http://t.co/pZB18o3kVJ
623496189,1,"Apple MacBook (å£949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/0cuTGtm7fF"
623496190,0.671,@migreyes @dhh thank @apple.
623496191,0.7126,Can #iPad conquer the enterprise? Only if @Apple has the guts to license #iOS: http://t.co/0mWOJkycsc
623496192,0.667,@apple really need to up their battery game. Because ain't no one got time to charge their phones #furstrated #annoyed #charging
623496193,1,yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple
623496194,0.6804,@FaZeNikan @Apple Wrong @ Homie
623496195,0.6876,@FaZeNikan @Apple haha switch to @Android
623496196,0.6708,@FaZeNikan @Apple did u overheat it
623496197,0.6544,RT @RyansConcepts: @FaZeNikan @Apple Wrong @ Homie
623496198,1,RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple
623496199,1,@FaZeNikan @Apple I had the same thing. Bought an iPhone 5 when it came out and had to replace the battery after a month or two.
623496200,1,"#Rumors #Surface for @Apple [#Apple] #iPhone6S and #iPhone7 in #2015. (#Wednesday, 3 #December) http://t.co/ErwYTy3heX"
623496201,1,"@FaZeNikan @Apple lol iPhone,weak. Get on that Lumia level bruh"
623496202,1,Great FCP X update from @apple today. That will do nicely! #video # editing
623496203,1,RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple
623496204,0.681,Great piece from @howardlake on @apple &amp; the new #RED #app store - profits from exclusive content go to @GlobalFund: http://t.co/FfOBuzQ7VI
623496205,1,still can't merge multiple apple-id's @apple #fail http://t.co/5BNAihk58p
623496206,0.7177,# Dyslexic iPhone 6 Users rejoice! Thanks to @apple and 'voice text' hard to spell words are a thing of the past! http://t.co/wjJfLYZme3
623496207,1,@FaZeNikan @Apple @applenws @AppStore i know my iphone  dies at like 20%
623496208,1,Realised the reason @apple make huge phones is because they f**ked Safari up by not allowing us to hide the address bar
623496209,0.6708,still can't merge multiple apple-id's @apple #fail http://t.co/CDvtUjnqgu
623496210,1,Intel And Inevitability - http://t.co/gIZLUhRphw #AAPL #INTC #MCHP
623496211,1,why is there no black heart emoji @apple
623496212,1,Steve Jobs emails featured in Apple iPod US antitrust trial http://t.co/UNEs9ioHtF #AAPL
623496213,1,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF"
623496214,1,The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/eSUoXuE4lr
623496215,1,The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/nJKstb1rJf
623496216,0.6508,@Apple @appleios rolled out #WebGL to #iOS8 3 months ago and just overtook @google @Android in WebGL support levels.
623496217,0.7253,RT @Stuff_SG: The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/nJKstb1rJf
623496218,0.3393,OH MY GOD. DONT PLAY WITH ME. FORREAL. @Apple
623496219,1,@Apple TV fades away in #streaming video player market http://t.co/nmqcdKFnUL
623496220,0.7279,"@Apple patents active fall protection system that shifts #iPhone in midair http://t.co/76QWGA6ml7 #Technology
#FYI"
623496221,1,#AAPL:Don't Confuse Morgan Stanley Decreasing Apple's Weighting By 1% With B...http://t.co/5jWelm30vM
623496222,1,RT @pyalot: @Apple @appleios rolled out #WebGL to #iOS8 3 months ago and just overtook @google @Android in WebGL support levels.
623496223,0.68,@FaZeNikan @Apple restart it or wait till next Apple update happens to me
623496224,1,". @apple diag and support suck a lot! It says 'cannot connect server, try again', then 'ticket not found' #disgusting http://t.co/ARyYbxOdox"
623496225,1,"http://t.co/D2TeKpbQyw
@Apple Default search engine"
623496226,0.6894,"GTAT Creditors Want to Question Apple's Jeff Williams $AAPL #aapl
http://t.co/FlFWmJ5LkH"
623496227,0.6796,"Brilliant Tech! No more broken screens in #festivals, @Apple via @techcrunch http://t.co/o6HfU1n1il http://t.co/2ocWnFeyNe"
623496228,0.6882,"UPDATE 2-Steve Jobs emails featured in Apple iPod U.S. antitrust trial $AAPL #aapl
http://t.co/ZIlhjZvY61"
623496229,1,"'A lot of times, people don't know what they want, until you show it to them.' - Steve Jobs #AAPL #Apple"
623496230,1,I've sent my computer out to @apple twice for repairs in the last month and each time it comes back with a new problem Something isn't right
623496231,0.6618,WHY? WHY HAVE YOU PUT GAY STUFF IN MY FUCKING IPHONE @apple http://t.co/r7BrJShrXK
623496232,1,"#Rumors #Surface for @@Apple [#Apple] #iPhone6S and #iPhone7 in #2015. (#Wednesday, 3 #December) http://t.co/dC5O4hRKNn"
623496233,1,.@apple why do your computers like to crash on dead week before finals?
623496234,1,@sashametro Its the iupdate process that is so incensing. what rubbish. Hopefully @apple will be irrelevant again soon.
623496235,0.7113,@Apple fix your apps.... If I click play it ain't playin'..... So it ain't really a play button is it?
623496236,1,I'm going to press the play button!! Wait no I'm not :( @apple fix your apps http://t.co/eteewIIjrO
623496237,1,It's just dawned on me that I've probably spent more on replacing frayed / non functioning Iphone cables than I've spent on iPhones @apple
623496238,1,@mayhembcn iUpdate is new since I needed a DUNS two years ago (web form + phone call) - ironic for an @apple req that it only supports IE8+
623496239,0.7279,"Apple Bears Get Fat Payout From Stock Swoon; the 60-Second Plunge $AAPL #aapl
http://t.co/RffvQbdl7Z"
623496240,0.6513,@GMONEYizME @Apple how so true; making sales off their accessories!
623496241,1,'@GMONEYizME: I've probably spent more on replacing non functioning Iphone cables than I've spent on iPhones @apple' - #SwitchToLumia
623496242,0.6775,"L.A. school district halts iPad contract as FBI seizes documents $AAPL #aapl
http://t.co/BTJokQnriy"
623496243,0.6632,"Great coverage @EPro of @comscore 's Cyber Monday data, but show me the top items by store, like this for @apple http://t.co/rfZnOaCG7c"
623496244,1,@Siri @Apple @SteveJobs @alarmthatdidntgooff this is disrespectful
623496245,0.7506,"Apple's iOS devices accounted for 78% of record setting Cyber Monday mobile sales $AAPL #aapl
http://t.co/7ixmkG9cb4"
623496246,0.6659,"@Apple have patented an #iPhone drop protection mechanism. Is the is end of #crackedscreens?
http://t.co/Tea3fu5wfX http://t.co/v4J11CPyYy"
623496247,0.5124,You're probably reading this on an iPhone built by the largest company around #AAPL They broke more records http://t.co/GpCQIgWMXm #impress
623496248,0.6879,How is 'never' interpreted as 'ask me again annoyingly soon' when iOS apps ask to be rated?  @apple tell your devs never means NEVER
623496249,0.6879,"Apple's iPhone Crushes Samsung's Galaxy by More than 6 to1 in Japan $AAPL #aapl
http://t.co/6hDOWuO2uV"
623496250,1,"@Apple [#Apple] #sales soar after launch of #iPhone6. (#Wednesday, 3 #December) http://t.co/QrV3LxeVgm"
623496251,1,"As Apple still struggles to meet iPhone 6 demand, Canaccord raises price target to $135  $AAPL #aapl
http://t.co/IrZI8Q8F9r"
623496252,1,"@CadeRageous Thx RT .@Apple Own 2600 digital languages (IP) = NEW #internet Leader,10% of cost of #DIY .@googlenexus http://t.co/sQv0FmaPGO"
623496253,1,So got the new #iphone6 and growing to love it. A bit bulky coming from the iphone5 but nice feel thanks @apple now waiting for #applewatch
623496254,1,"RT @JPDesloges: GTAT Creditors Want to Question Apple's Jeff Williams $AAPL #aapl
http://t.co/FlFWmJ5LkH"
623496255,0.7376,"SP500 Technology Bull% Index: The Apple Experiment ?  $SPY, $SPX, $ES_F, $XLK, $AAPL #aapl  http://t.co/RjnT7rnbBi"
623496256,1,"Technical Observation of the Day: Tested the 20 DMA on Apple $AAPL #aapl
http://t.co/6EJ6Mbv44f"
623496257,1,Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/omCdSCu85d $AAPL #AAPL
623496258,0.6344,Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/XWaeIU03vr $AAPL #AAPL
623496259,1,"In emails, Jobs determined to keep iPod Apple-only  $AAPL #aapl
http://t.co/JwK4grA7Zq"
623496260,1,"APPLE Intraday Comments - Pre-Opening - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z"
623496261,0.6774,We love cocktails here at @Apple Jacks and we want to share some of our favourite cocktails with you! Pop in... http://t.co/jC4EkbSTn3
623496262,0.6894,"@Apple working on making next phone drop in the safest way all the time...like a cat
http://t.co/dQBmgZydoY"
623496263,0.6691,#Apple's Recent Pullback A Buy Opportunity #AAPL http://t.co/YEAmT2V5qf
623496264,0.6932,#Apple's Eddy Cue Talks About Price-Fixing On E-Books: He'd 'Do It Again' #aapl http://t.co/yHMmbvye9f
623496265,0.6759,"In a Bay Area Courtroom, Lawyers Hit Replay on @Apple History, via @nytimes #antitrust @itunes #ipod  http://t.co/tsQ9dUrK6B"
623496266,0.6754,#SteveJobs' Emails Show How He Wanted To Smear Competitors As ' #Hackers' #aapl http://t.co/BYJ0ZR62AV
623496267,1,@Apple Stop liking man.
623496268,1,"Why Even Apple Is Surprised by the Enormous Demand for the iPhone 6 $AAPL #aapl
http://t.co/rwGf20VByx"
623496269,1,"APPLE - Fibonacci Technicals Levels - Intraday - Pre-Opening $AAPL #aapl 
http://t.co/ueCSTwoPcp"
623496270,1,YO I DIDNT TOUCH MY PHONE AT ALL AND RIGHT WHEN I DISCONNECTED IT FROM THE CHARGER IT WENT DOWN 3% @apple WE ARE GONNA SCRAP RIGHT NOW
623496271,0.6739,TheStreet:  Why Even #Apple Is Surprised by the Enormous Demand for the #iPhone6. #aapl http://t.co/lIicDmSVsj
623496272,0.6731,Steve Jobs' Snarky Testimony Takes Center Stage in iPod Class-Action Lawsuit Opening http://t.co/Nxet3fEO5Q #AAPL
623496273,1,#JimCramer you used the same logic to explain #TOL earnings during the paek in housing..Its a retailer..#AAPL just like #AMZN  not tech.
623496274,0.6458,RT @ConsumerFeed: Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/XWaeIU03vr $AAPL #AAPL
623496275,0.6474,BLOCK TRADE detected in #AAPL
623496276,0.7039,#iPhone6S Rumors Point To A CuriousåÊEarly 2015 Release - Forbes #aapl http://t.co/YGHgLCjbfK
623496277,0.812,"APPLE Intraday Comments - Updated RANGE - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z"
623496278,0.6661,Go Apple! Looks like a little squeeze again :) #aapl $stocks
623496279,0.7177,Is apple fairly valued at $115? #aapl #ios #AppleWatch #ApplePay #apple #iPhone6 #iPhone6Plus #stocks #finance #stocks #trading #samsung
623496280,1,@apple #iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/CNl4d6nlsp
623496281,0.6593,Butterfingers and @Apple do mix: @#applinsider: patents active fall protection system that shifts iPhones in midair http://t.co/qM52Rml6c9
623496282,0.7263,#ApplePay Partner #Stripe Valued at $3.5 Billion in Funding #aapl http://t.co/5KRh8CJDMB
623496283,1,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/fGN0TdxhyM"
623496284,1,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/fGN0TdxhyM"
623496285,1,"My 17' MacBook Pro boots with pink vertical stripes, a gray screen, then shutting down and repeating...help @apple http://t.co/xZ4Wb3dm73"
623496286,0.6784,@jakeflem @Apple what year is it?
623496287,0.6783,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/27JnTFmO0i"
623496288,1,@jakeflem @Apple Try booting while holding Command R and see if you can do a disk repair
623496289,0.6838,GOSH DARNIT @Apple I DONT KNOW WHAT THE CLOUD IS
623496290,1,#AAPL:Apple's Eddy Cue Talks About Price-Fixing On E-Books: He'd 'Do It Agai...http://t.co/mSC8uepzPn
623496291,1,"@jakeflem @Apple I had to get my logic board completely replaced, if it's under warranty they'll do it for free - make sure to back up b4"
623496292,1,"Big Spending by Consumers on Cyber Monday

#CyberMonday, #PayPal, #Apple, #AAPL, #eBay, #WalMart, #WMT, #Sales,... http://t.co/pB6WltjTzZ"
623496293,1,"Allowing @Apple final creative authority, @Chase will debut the first spot featuring #ApplePay this week. http://t.co/lnve19yw7G"
623496294,1,"Apple CEO Tim Cook Talks Technology With Senator Orrin Hatch During Washington, D.C. Trip http://t.co/Nzd3IIMIBV #AAPL"
623496295,1,@jakeflem @Apple We've previously had to deal with this issue it's really annoying. Try to reset the NVRAM http://t.co/EoIAf3wO5f
623496296,1,tell ur update to stop capitalizing everything @apple
623496297,1,@SSComposer @Apple seems to ignore any key presses like command r and is just doing its own thing.
623496298,0.6774,#AAPL now moves a point faster the a New York driver changes lanes.
623496299,1,@briannaUrie @Apple Their autocorrect is so shit too
623496300,1,"@jakeflem @Apple But it won't fix the problem for good, could back and you might have to change the logic board, check with  Apple Genius :("
623496301,0.7297,"#Kantar: @Apple [#Apple] On Track For 'Record Quarter' As #iPhone6 Sales Bump Up Its .... (#Wednesday, 3 #December) http://t.co/HDmGr8fwYA"
623496302,0.6661,@SaifBinS3eed @Apple get the cloud to butt extension on your web browser
623496303,1,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/rFeLByukN6"
623496304,0.5167,http://t.co/N87ZYWyaKQ #YotaPhone2 is the future of cell phones. @apple and @samsung should be scared.
623496305,0.6425,CNBCTV:  #Cramer: #Apple has no real competition #aapl http://t.co/8cYgzEZQPN
623496306,1,CNBCTV:  #Chromecast beats #AppleTV #aapl http://t.co/uX3vYSzHhu
623496307,1,"APPLE Intraday Comments - Updated RANGE , - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt
http://t.co/G0TeDLCB9z"
623496308,0.6464,"Opinions of 20K doctors on #Fitbit &amp; @Apple's #HealthKit
http://t.co/wkLwORDA0Q
@KarthikPMO @MMA_4U @vr_ias @AMANet @AIMAIndia
#HealthCare"
623496309,0.351,@umo_games @Apple thanks for the tip! Seemed to do something but still pretty much the same. :(
623496310,1,@jokigenki @Apple I think it's like 2011? Can't look right now.
623496311,0.6559,"Trademark Confusion: Apple's App Store Trademark was rejected in Australia, approved in Europe  Canada  $AAPL #aapl
http://t.co/m1Wt4QFYD1"
623496312,1,"Lowkey, Yosemite trash af I cant use my logic express 9 anymore @Apple yall irritating the fuck outta me - Sincerely a disgruntled person"
623496313,0.4896,@jimcramer Tks for setting the record straight for @apple investors!!!
623496314,1,@jakeflem @Apple Yes It seems to fix it good the first time and then as time passes it deterioates until you have to change logic board
623496315,1,@jakeflem @Apple  Sorry that you're going through that hope you get this fix it was a real pain for us too  but Apple care cover it for free
623496316,0.667,@alzaabi741 @Apple I wish I could man.. I wish I could..
623496317,1,They gotta DO something '@_iRapeCouches: @SydneyA @Apple SO TRASH my computer keeps freezing &amp; being dumb af after i upgraded to Yosemite
623496318,0.7399,@_LanaCarine_ @Apple doesn't have a twitter @Applebees this is your problem now
623496319,0.6569,RT @thehill: Justice Department cites 18th century federal law to get @Apple to unlock iPhones: http://t.co/Eth0QpAIom
623496320,0.6619,@umo_games @Apple yeah no AppleCare here haha.
623496321,0.6759,transpartent resin infused #composite structures by @apple http://t.co/10yd6g3wK7
623496322,0.6904,"Huge iPhone 6 Sales Push iOS market Share Up Worldwide: Report $AAPL #aapl
http://t.co/Ogook0fGLQ"
623496323,1,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/Yv3QE2BGxD"
623496324,1,Anti-trust expert Peter Carstensen of @WisconsinLaw can discuss @Apple #antitrust case in California federal court http://t.co/LClHnQMOKf
623496325,0.6772,"#Samsung Sale Puts Spotlight On The Buyer, #Corning #GLW  #AAPL #SSNLF http://t.co/oFQx1Go5eL"
623496326,0.6643,"Taking Apple's Lead, Amazon Gets Physical - News - Harvard Business School http://t.co/UensGejRaJ @HBS @Apple"
623496327,1,Rumors Surface for #Apple #iPhone6S and #iPhone7 in 2015 #aapl http://t.co/Qinl78BI0D
623496328,0.7317,@Apple s new patent against broken screens http://t.co/l2KQQhV8dp  @TechCrunch #tech #iphone #business #innovation http://t.co/LVMNZPg36F
623496329,0.5019,@carlquintanilla @CNBC  Where would we be..if only #AAPL was in the Dow. sarc..
623496330,1,Steve Job's Deposition in #iPod Lawsuit Could Cost @Apple $1 Billion http://t.co/7vDXwvxKpe #MusicBiz #MusicIndustry #Apple
623496331,1,@Apple s new patent against broken screens http://t.co/LSwPdLt8UD  @TechCrunch #tech #iphone #business #innovation
623496332,1,7 awesome paid #iPhone and #iPad apps that are free for a limited time via @BGR #aapl http://t.co/AAAkSIIgP0
623496333,1,@wdtuts @baxleyglass does because one belongs to @Apple and the other to @Ang and the third is from @Adobe via #employeediscount.
623496334,1,"#VerrÌ_cktes #GerÌ_cht: #iPhone6s zum @Apple [#Apple] Watch. (#Wednesday, 3 #December) http://t.co/scANaAuNPe"
623496335,1,Did anyone update their Yosemite? My macbook is running like shit. @apple #apple
623496336,0.7233,RT @hypebot: Steve Job's Deposition in #iPod Lawsuit Could Cost @Apple $1 Billion http://t.co/7vDXwvxKpe #MusicBiz #MusicIndustry #Apple
623496337,1,"Kantar: iPhone 6 helps Apple gain share over Android, iPhone 5c outselling iPhone 6 Plus in US $AAPL #aapl
http://t.co/YLL678kOkn"
623496338,0.7689,"@jakeflem @Apple That sucks, don't know what it cost in dollars but for us that was å£400 :("
623496339,0.6513,#Google #Chromecast Surpasses #Apple TV In U.S. Sales http://t.co/dgebBbU5vq #aapl #amazon #amazonfiretv #amzn #appletv
623496340,1,RT @KirkYuhnke: What do you think? Want an @Apple #Watch? http://t.co/7HjDjQ1iAb
623496341,0.4938,#AAPL:Google tops Apple...//feeds.foxbusiness.com/~r/foxbusiness/video/~3/-DbuiO5m0_M/
623496342,0.6647,"@jakeflem @Apple take it in. that's a faulty graphics card which was recalled. had exact prob, they replaced mine (for free) out of warranty"
623496343,1,MacBook Pro 13   Non-retina First Startup: http://t.co/9l6RK2OLq2 via @youtube @apple #macbook #macbookpro #startup #hipster
623496344,1,MacBook Pro 13in Unboxing: http://t.co/F3IM9YbpxF via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing
623496345,0.6645,iPad Mini Unboxing!: http://t.co/GnLy8W75nA via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing
623496346,1,iPad Mini First Time Startup!: http://t.co/vGHN798zzs via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox
623496347,1,.@Apple patents new reflex drop technology for #Mobile devices|learn how this could come in handy #MobileDose http://t.co/BSGtvfPc5B
623496348,1,"@sethlouey @Apple iOS updates bricked Trish's phone too, seems like the Apple is getting a bit rotten"
623496349,0.6681,UPDATE: #Intel #INTC Led Group Said to Back Plan That Would Limit #Qualcomm #QCOM Licensing Fees #AAPL #HPQ  http://t.co/sDjnCTSVCH
623496350,0.6678,What's at the core of @Apple's new #iOS7? Excellent updates for your phone's #mobilesecurity. #McAfee - http://t.co/pVo68ZVdq4
623496351,1,@jakeflem @Apple Some info for you: http://t.co/J79FnVB94e http://t.co/m3pclPVgGK http://t.co/J72WyhXxx1 Hope it helps. #PinkScreenOfDeath
623496352,1,"FBI investigates iPad school programme $AAPL #aapl
http://t.co/s5ymu0u1Rb"
623496353,1,"APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/FrmecK7f8q"
623496354,1,"Hoping @Firefox does not cave! @Apple should allow other browser engines! #OpenUp
Could Soon Come To iOS TechCrunch  http://t.co/WGnY6XOarD"
623496355,1,#AAPL:5 companies growing faster than Apple...//rss.cnn.com/~r/rss/money_latest/~3/n1Ps4CmqWL4/index.html
623496356,1,@buzz I sit home every Friday night waiting for an invitation to join an @Apple dev team.  (looks at his phone)   They'll call me one day.
623496357,0.6708,why isn't there a dreidel emoji @apple
